,name,market_pairs,circulating,max supply,MC,MC_dominance,sixty_days_change,SC
2007,Waifu Token,1,286.16471767640155,1,0.6290458551045834,0.0,-62.68757001,False
2008,Sether,1,20.1366828652631,0,0.6257485446216038,0.0,-11.37255052,False
2009,Bitcoin Confidential,3,7365.901523,1,0.6259826292767927,0.0,-45.72636602,False
2010,TigerCash,15,55.9999,0,0.6252188702707608,0.0,-7.16720502,False
2011,Heart Number,1,2215.926951298151,1,0.6200297469491627,0.0,-54.16426255,False
2012,Kwikswap Protocol,4,9.49718822016591,1,0.6162862755622115,0.0,-43.31556232,False
2013,SPINDLE,3,4021.5760874695625,0,0.6119763567492402,0.0,11.02321522,False
2014,Etherparty,2,1000.0,0,0.6111978482584022,0.0,-6.64878124,False
2015,ContentBox,2,1719.9463270751141,0,0.6108121983415251,0.0,-66.96009705,False
2016,Limitless VIP,1,1259.816434,0,0.6107630251609494,0.0,-12.70659331,False
2017,Blue Whale EXchange,2,39.59316511224727,1,0.6084871024252028,0.0,-33.18531169,True
2018,DinoExchange,2,7.07514658814821,1,0.6078782789888011,0.0,-60.64810996,False
2019,UGAS,8,171.719420168,0,0.593518510238221,0.0,-63.15029926,False
2020,MIB Coin,1,160.58585844783,1,0.6026428448399017,0.0,67.41010174,False
2021,TENT,3,38.6646875,1,0.5996968664211783,0.0,-33.50035092,False
2022,Bobo Cash,1,344989.738893,1,0.5992727988450486,0.0,31.58940984,False
2023,BitcoinPoS,6,4.9790831300042,1,0.5984973951372781,0.0,-52.55789264,False
2024,VIG,1,889.5783551551,1,0.5972088831986508,0.0,-40.69843922,False
2025,JustBet,2,1167.0506132585458,0,0.5886290163711337,0.0,-49.09109537,False
2026,BonFi,4,297.418335,1,0.5948293367709809,0.0,-48.07230741,False
2027,DeHive,7,0.8448586927416,1,0.5896839908835938,0.0,-38.05031082,False
2028,Ethernaal,1,0.59595290241523,0,0.5895122073869322,0.0,-21.76349861,False
2029,NeuroChain,1,455.38317240869384,0,0.5872514301648575,0.0,-68.95715751,False
2030,OneRoot Network,5,284.073816715856,0,0.5841844827097021,0.0,-19.46557827,False
2031,DomRaider,5,591.5,1,0.5821679641010179,0.0,-11.35567575,False
2032,Bitcoin Green,2,11.941077,1,0.5823855734077024,0.0,-24.0301275,False
2033,Xiotri,1,0.004418,1,0.5805110571319059,0.0,-28.02123961,False
2034,Naka Bodhi Token,3,70.0,1,0.5749716562541718,0.0,-53.01838178,False
2035,Nuggets,1,1724.83045001613,0,0.5740209109721193,0.0,-61.57816166,False
2036,Big Digital Shares,1,50.0,1,0.5720213626232576,0.0,-77.56231973,False
2037,ATLANT,2,54.175040677754886,1,0.5687072529646171,0.0,14.70792659,False
2038,NuShares,2,5862.6419802017,0,0.5680696477744138,0.0,-12.76431202,False
2039,Iridium,2,23.67235948217791,1,0.5619308712583988,0.0,-26.24440173,False
2040,Open Governance Token,7,3.630939032,0,0.5620660176187169,0.0,-47.95913095,False
2041,Project Inverse,4,42.33199551552076,1,0.5589751748255344,0.0,-23.2593267,False
2042,BlueCoin,1,574.683675009956,0,0.5568485231539057,0.0,74.47137597,False
2043,Bitgesell,2,13.82507291261442,1,0.5567555738005587,0.0,39.37177809,False
2044,Terracoin,2,22.935396430361,1,0.5567052153183537,0.0,-5.9714575,False
2045,KnoxFS (New),3,0.46763588094121,1,0.5568689748250726,0.0,113.98998522,False
2046,SOTA Finance,1,39.99484376312261,1,0.5539650374766499,0.0,-45.68114389,False
2047,IXT,2,35.77884383119764,0,0.553719843256972,0.0,-35.45890228,False
2048,Font,1,0.48730998349513005,1,0.5518677863992854,0.0,-36.63574838,False
2049,HYCON,1,2676.5821360837463,1,0.5477056374583955,0.0,-31.05981237,False
2050,Fyooz,3,6.471843371762771,1,0.5479804163412273,0.0,-8.87750731,False
2051,ACoconut,3,2.66165,1,0.5490656392445367,0.0,0.32293974,False
2052,IHT Real Estate Protocol,4,989.0611356575,0,0.5466581572637994,0.0,-17.85995268,False
2053,Woodcoin,3,8.035193053598,0,0.545967576593767,0.0,-14.065799,False
2054,2local,3,3592.387861398284,1,0.5469132908806112,0.0,-33.21238878,False
2055,CoinDeal Token,1,46.84240113997169,0,0.5450242912367629,0.0,23.23775063,False
2056,Ethereum Yield,1,0.1,1,0.5441406597499711,0.0,4.61123749,False
2057,Novacoin,1,2.335756713897,0,0.5431841131958222,0.0,-14.59632279,False
2058,BlockMesh,1,273.039970879046,1,0.5427196596485933,0.0,849.34474124,False
2059,Save Environment Token,2,0.9608819157121,0,0.5416111973626431,0.0,3.33483577,False
2060,Seigniorage Shares,3,20.395279388172032,1,0.542099990672158,0.0,7.0743939,False
2061,Smoothy,8,5.0897727524293,1,0.543790262958471,0.0,-37.7854955,False
2062,Universidad de Chile Fan Token,1,0.375236,1,0.5380251949481569,0.0,-68.98188635,False
2063,Sakura Bloom,3,2582.9652942899997,0,0.5372542889707905,0.0,-59.97723463,False
2064,rASKO,2,64.0,1,0.5367294467024041,0.0,-14.57981116,False
2065,uPlexa,3,2629.2768610300004,1,0.5313394912043878,0.0,26.11824462,False
2066,Azuki,5,11.28498379237026,0,0.5317016759062039,0.0,-45.12100117,False
2067,GeoCoin,1,3.180551130099,0,0.5319697594283516,0.0,-65.5026056,False
2068,Apollon Limassol,1,0.251179,0,0.531066227448264,0.0,-33.1756268,False
2069,Thisoption,2,5.514569408556,1,0.5277671683807659,0.0,-63.85861426,False
2070,Catex Token,2,764.538331,0,0.5246504728037203,0.0,-53.97523815,False
2071,DPRating,4,2140.429992569523,0,0.5211380195810003,0.0,-23.53238312,False
2072,Wrapped Basic CryptoKitties,2,0.06561,0,0.5186225620260759,0.0,-3.42002636,False
2073,Equal,1,405.84255001446303,0,0.5174448077137542,0.0,16.02323791,False
2074,Arqma,2,11.607165116370451,1,0.5116700209724162,0.0,-10.81541879,False
2075,Datamine,7,3.38080236062424,1,0.5080622884401865,0.0,52.00595465,False
2076,Space Cow Boy,1,0.03264713547888,1,0.506786418206889,0.0,1724.95535507,False
2077,Precium,1,749.55,0,0.5025703352953759,0.0,81.06863735,False
2078,StakerDAO,1,18.17085990498234,1,0.4996833741541866,0.0,-57.185832,False
2079,Titan Coin,4,910.8201501590686,1,0.49873863359350223,0.0,-73.35261287,False
2080,Swap,2,14.469106554832,1,0.49771219249781606,0.0,10.60239012,False
2081,MemeCoin Factory,1,2695.157265,0,0.4972528186797057,0.0,-31.05543991,False
2082,BarterTrade,5,68.17242,1,0.4960478449797223,0.0,-38.88243768,False
2083,GoldenPyrex,3,9.999999371762561,0,0.4935761462607913,0.0,-1.14613273,False
2084,ZumCoin,4,988.819491218842,1,0.4920651143086652,0.0,-53.32860726,False
2085,Maxcoin,3,61.445805,1,0.49119552174924985,0.0,-4.00286398,False
2086,ORAO Network,3,39.397667799999994,1,0.48789344439790444,0.0,-47.58378051,False
2087,renDOGE,5,3.08373253143,0,0.48719313552478977,0.0,-31.61381637,False
2088,Depth Token,2,527.6715612,1,0.4873378675033441,0.0,-82.53095005,False
2089,ZrCoin,1,4.988893,0,0.4861448787556645,0.0,-62.74739969,False
2090,Power Index Pool Token,1,0.199884,0,0.4861209433344563,0.0,-29.32067814,False
2091,Zennies,1,1000.81283554879,0,0.4848764404290847,0.0,-12.76431202,False
2092,Pascal,7,35.897525,1,0.4832406386160341,0.0,-53.93260526,False
2093,MONK,2,12.963755071593852,1,0.4823510041356395,0.0,-18.6692482,False
2094,Unvest,3,26.6118071616119,1,0.4819587306986422,0.0,-78.31158065,False
2095,Zeepin,3,500.0,0,0.4804018916264234,0.0,14.97110972,False
2096,CorionX,3,128.8552954853703,1,0.4779133222734018,0.0,74.32081634,False
2097,MotaCoin,1,54.703917524405966,0,0.4773714063171481,0.0,-28.5781218,False
2098,Jetcoin,3,12.76802512559809,0,0.4765884683533079,0.0,-29.388211,False
2099,OWNDATA,1,10200.762790611332,0,0.4752717352263422,0.0,-14.95282324,False
2100,AudioCoin,1,980.73327076465,0,0.4754626175417298,0.0,-56.35329665,False
2101,Actinium,4,37.03795,1,0.4726310897639629,0.0,-42.09421867,False
2102,Ink,5,463.91052692,1,0.47066845920882744,0.0,54.79970809,False
2103,PirateCash,4,25.759163,1,0.46904160036375564,0.0,-23.86148728,False
2104,VegaWallet Token,1,16.06800054885,0,0.4670800354029702,0.0,-32.86913565,False
2105,reflect.finance,2,9.44384702736838,1,0.4642211796515889,0.0,-43.06976308,False
2106,CustomContractNetwork,2,1620.84187550195,0,0.46040113150545703,0.0,-3.71902101,False
2107,Krios,1,499.99407226999205,1,0.4575924522416626,0.0,-48.24510041,False
2108,Zero Utility Token,1,0.0009687557748699999,1,0.4564906181954395,0.0,-30.62609714,False
2109,Sportcash One,3,12.706570220000001,1,0.4554428142422919,0.0,11.66915751,False
2110,Switch,7,12.113792764168199,1,0.45287411770722197,0.0,133.49681503,False
2111,Samsunspor Fan Token,1,0.335,1,0.4525002938885161,0.0,-24.54089225,False
2112,Team Heretics Fan Token,1,0.432137,0,0.4476431557899747,0.0,-35.60053647,False
2113,Playkey,2,17.41461390131347,0,0.4533548479201158,0.0,-19.30328477,False
2114,Qbao,3,65.351403,0,0.4482991644637507,0.0,-7.09238007,False
2115,Tornado,1,0.006,1,0.44297517029658323,0.0,17.89349806,False
2116,GlobalBoost-Y,6,17.950578711382,1,0.4422173924107295,0.0,-52.45875567,False
2117,Aitra,3,6.598686147324799,1,0.4409241767784719,0.0,-84.60622155,False
2118,ExclusiveCoin,1,5.851627,0,0.4394268091958834,0.0,-50.45102869,False
2119,Bounty0x,3,232.720096676385,0,0.43852473534346936,0.0,31.98742579,False
2120,DFSocial Gaming [old],2,0.0075,1,0.4383292221236605,0.0,-72.22770918,False
2121,Netko,1,13.87739,0,0.43701804147076473,0.0,6.98716451,False
2122,Masari,3,16.045916203950192,1,0.43538213835764067,0.0,-57.51025741,False
2123,RMPL,1,0.58894315445259,0,0.43461690881574955,0.0,17.25398342,False
2124,Shadow Token,1,7.0,0,0.43438365763327114,0.0,16.39120893,False
2125,DDKoin,12,1.71,1,0.43585996122621795,0.0,-57.80566295,False
2126,PKG Token,4,8969.25774511,0,0.4328184939683836,0.0,96.01919715,False
2127,Kuende,2,893.4702328203264,1,0.43283937091287616,0.0,2.00186032,False
2128,MMOCoin,12,68.43791998375418,1,0.43222369641651026,0.0,-12.86888406,False
2129,BSClaunch,1,1.95314,1,0.4324888390858483,0.0,162.15802698,False
2130,GoldMint,2,1.914996840423,0,0.4309853902443893,0.0,18.89521922,False
2131,CREA,1,19.3277134721,1,0.4307413120118017,0.0,-10.79054026,False
2132,Dinamo Zagreb Fan Token,1,0.475028,0,0.4292069514102889,0.0,-16.28366622,False
2133,Nerva,1,17.017723484999998,0,0.42872915945748546,0.0,-55.94129679,False
2134,HEAT,1,48.7446828350562,0,0.42508714351415455,0.0,-62.59851843,False
2135,BiblePay,3,2552.9872482084184,1,0.4247402661610915,0.0,-4.03623259,False
2136,Beaxy,1,291.57326699364864,0,0.4237865546986383,0.0,-44.12626841,False
2137,Alphr finance,3,1.7290848506557999,1,0.42396791307316833,0.0,-56.1788171,False
2138,HaloDAO,2,5.60287658536253,1,0.42328349226177975,0.0,-75.84940894,False
2139,NFTX Hashmasks Index,1,0.0002096325265,1,0.42299970939606346,0.0,-62.43533219,False
2140,Team Vitality Fan Token,1,0.56019,1,0.41582866814062025,0.0,-42.31701208,False
2141,NeoWorld Cash,4,23709.94854563672,1,0.41567692728761757,0.0,4.82987096,False
2142,SmileyCoin,1,15806.193400175,1,0.41545659124003986,0.0,-43.08524763,False
2143,Nuco.cloud,1,6.51319558006018,1,0.414574996961323,0.0,-3.30652135,False
2144,Goose Finance,6,1.75513018328287,0,0.41132130567044595,0.0,-46.27989485,False
2145,Ethereum Gold Project,3,5931.933634238162,0,0.41204401526907064,0.0,100.3341449,False
2146,ChronoBase,4,0.400522,1,0.41150776384952864,0.0,18.42750582,False
2147,1Million Token,3,0.9956990409781,0,0.34057362040694955,0.0,-48.74889853,False
2148,EventChain,2,31.250497,0,0.40980536936156176,0.0,-29.42577605,False
2149,LunchMoney,5,148.9999999998,0,0.40909250228109945,0.0,-53.08536169,False
2150,IONChain,3,121.180604899999,0,0.40895351000588,0.0,46.47376688,False
2151,SmartCoin (SMC),1,29.091308734202258,0,0.4087327840338265,0.0,216.35419826,False
2152,Ubricoin,1,2337.58418150622,0,0.4089039823898756,0.0,23.04893902,False
2153,TrezarCoin,3,254.79495,1,0.4071749866857508,0.0,-25.11613491,False
2154,BITTO,1,3.249075,0,0.4063547079338539,0.0,-43.49014132,False
2155,Alt.Estate token,1,724.180756,0,0.40348095161671793,0.0,-12.72987634,False
2156,Agrello,2,105.33576464607637,0,0.4016213911867211,0.0,-95.95108134,False
2157,Gaj Finance,6,1.9417267681661199,1,0.39998725928995893,0.0,-46.38141727,False
2158,ZUM TOKEN,4,16669.04650291291,0,0.39902196768234344,0.0,-30.96112636,False
2159,Gems ,3,1203.292895994173,0,0.3981794765060745,0.0,-10.6318503,False
2160,BZEdge,2,2995.14875,1,0.39739380827241244,0.0,91.32880287,False
2161,Bezop,2,55.660263897675726,0,0.4002728495423074,0.0,-3.28127382,False
2162,DogeCash,2,16.65335928572848,1,0.3891109183268768,0.0,18.71406254,False
2163,Polinate,3,28.501,0,0.38908890249935296,0.0,-43.37493362,False
2164,extraDNA,5,961.184497,1,0.38839675561884945,0.0,-29.7412803,False
2165,Yearn Secure,1,0.99968182836881,0,0.3884311948285934,0.0,9.88591563,False
2166,Phoneum,2,4932.538317760001,1,0.38793807675773867,0.0,-31.96385615,False
2167,Curio,6,1.8933179965412,1,0.3853594474782235,0.0,-31.9576458,False
2168,Spectre.ai Utility Token,1,24.52955751305521,0,0.3802926296659937,0.0,-22.42655675,False
2169,Vidulum,3,7.161625,1,0.3755429815816281,0.0,63.79785032,False
2170,Smartshare,2,4639.91891061899,0,0.3746313490039845,0.0,-33.29426564,False
2171,Ink Protocol,1,427.1133819591314,0,0.3711570119539621,0.0,-31.68124448,False
2172,Landbox,2,76.385229676354,1,0.3724596904475943,0.0,102.12861187,False
2173,StrongHands,5,17464.908467971676,1,0.3700570849840671,0.0,-36.74160946,False
2174,SIBCoin,2,19.57485695599981,1,0.3698634533862702,0.0,-36.99644757,False
2175,Wolves of Wall Street,1,0.00637137041505,1,0.36548163225655217,0.0,-44.05520008,True
2176,Scrypta,2,18.652070670994,1,0.3637233255056328,0.0,53.05544563,False
2177,Birdchain,6,279.77949377852264,0,0.36318038178061424,0.0,8.65453682,False
2178,HOQU,2,169.14401765811198,0,0.35155597026857927,0.0,-50.82834216,False
2179,FansTime,7,2850.0,0,0.35570239256783737,0.0,-51.62418232,False
2180,Samusky,1,547.84242,1,0.3554112039517433,0.0,-51.4669561,False
2181,LYNC Network,1,0.9901149939006499,1,0.3516786023059951,0.0,-43.68250923,False
2182,DOGEFI,1,1.0,1,0.35022034216893,0.0,-49.28116737,False
2183,Niobium Coin,2,62.62766757410075,0,0.34925201798972055,0.0,17.26263219,False
2184,Pakcoin,2,68.59475,1,0.3489461354065657,0.0,-34.21260706,False
2185,Digital Insurance Token,1,224.644536492,0,0.3487617207842592,0.0,-68.10965313,False
2186,Method Finance,2,41.56005226058691,1,0.34802000344738354,0.0,-6.159098,False
2187,Ninneko,1,2.45066,1,0.3455964719890881,0.0,-79.50888124,False
2188,Blockburn,4,1977.7389575999998,1,0.34459687430628166,0.0,10.58808668,False
2189,Cryptonite,1,708.50651970911,0,0.34325910609347376,0.0,-12.72987634,False
2190,Content Neutrality Network,4,39035.223816,0,0.3426368463878464,0.0,-61.6635895,False
2191,SOAR.FI,1,6.13709411854095,1,0.34217404894670844,0.0,-38.27709004,False
2192,DopeCoin,1,116.845228,0,0.33965690419880296,0.0,-12.72987634,False
2193,Sessia,2,9.062174796927978,0,0.33448607225241783,0.0,-27.07103712,False
2194,ChartEx,1,19.999999999999957,0,0.33370330510811924,0.0,-21.85949757,False
2195,Solaris,2,1.448441,0,0.3316985464570365,0.0,51.79700742,False
2196,CheesecakeSwap Token,2,5.299464,0,0.3305445659543894,0.0,-53.03092086,False
2197,HashCoin,2,12863.9113255,0,0.3297270365429576,0.0,-16.55719497,False
2198,DeFi Bids,3,22.6588091010205,0,0.3290748352070969,0.0,33.08701216,False
2199,Blockpass,1,167.22376164,0,0.33946423612919996,0.0,39.77828272,False
2200,Beer Money,5,38.0,1,0.327037063511204,0.0,-5.20338142,False
2201,Finminity,1,1.65327491571129,1,0.3238630769390546,0.0,50.50461142,False
2202,MODEL-X-coin,1,12.050832483188831,0,0.3211130496265535,0.0,-29.41387057,False
2203,Alpha Token,3,34.731758900607694,0,0.3191767560667472,0.0,-6.28226035,False
2204,VNX,1,28.1047,0,0.3131735000410981,0.0,100.72128441,False
2205,Chronologic,1,1.2238591619242298,0,0.3123087224757945,0.0,101.90590825,False
2206,Swing,1,5.54761848542655,0,0.31177607979379013,0.0,-15.67216828,False
2207,Gene Source Code Chain,1,375.2448,0,0.3090593025674327,0.0,111.94172888,False
2208,KoHo Chain,2,13.36,1,0.3088102889108727,0.0,-38.24236262,False
2209,CROAT,1,90.43052687520805,1,0.30668414007263584,0.0,22.12996318,False
2210,EtherGem,3,19.483114,0,0.30651853611268126,0.0,-26.69809523,False
2211,Moneynet,1,3666.779202630636,0,0.30507461446543566,0.0,-39.9658776,False
2212,Savix,5,0.057532988517860005,1,0.3048550006746389,0.0,13.60903714,False
2213,Unicly Doki Doki Collection,2,1000.0,1,0.30428910989999997,0.0,13.33554183,False
2214,Fundamenta,1,1.01603354192214,0,0.3041817983366304,0.0,-18.29435596,False
2215,Unicly Chris McCann Collection,2,1.0,1,0.30181359004342,0.0,15.18740097,False
2216,Coinsuper Ecosystem Network,1,358.497292593577,0,0.30077949704350293,0.0,4.79029841,False
2217,ZPER,1,1258.2546567491152,0,0.3002810725819267,0.0,20.11920238,False
2218,BSCView,2,11.801399333333,1,0.29703220741284814,0.0,15.4166613,False
2219,Alanyaspor Fan Token,1,0.310001,1,0.29569832196996576,0.0,-17.87357205,False
2220,Elysian,4,97.96621008061156,1,0.2937731812468042,0.0,5.47473769,False
2221,Fluity,1,35.96031606455265,1,0.2934979736479122,0.0,-65.47709958,False
2222,Decentralized Machine Learning,1,272.9370067255313,0,0.29214168281363584,0.0,-40.37143527,False
2223,Stably USD,2,0.282900400154,0,0.29235687978098013,0.0,-20.02391496,False
2224,Po.et,1,3141.592653,0,0.2891889468901267,0.0,-46.58204691,False
2225,EDC Blockchain,3,46.025709,1,0.28854277167412556,0.0,-5.54631678,False
2226,PlayGame,1,999.875,0,0.28814528746380796,0.0,-27.46894072,False
2227,Showcase,2,25.299553087529997,0,0.2875838573127009,0.0,28.50280759,False
2228,Lunyr,3,2.29785307853158,0,0.2827705586621252,0.0,14.26088355,False
2229,Blockmason Credit Protocol,1,116.158667,0,0.27937239487448556,0.0,-11.70109052,False
2230,CryptoTask,3,1.2637670356683501,1,0.2791332281240892,0.0,-61.34728324,False
2231,Stobox Token,7,6.8026454754007,0,0.2791159282531526,0.0,15.58863182,False
2232,BitCapitalVendor,3,1021.19999451,0,0.27762110071101076,0.0,-69.35129933,False
2233,Bitstar,1,21.145111,0,0.27659985596865755,0.0,-66.81276988,False
2234,Tokenbox,4,11.23545072058796,0,0.2760885580977325,0.0,-20.34523853,False
2235,Zilla,1,60.0,0,0.27586441278102986,0.0,9.54940126,False
2236,Bitether,1,56.735293258902,0,0.2748726441664693,0.0,-12.72987634,False
2237,Penta,2,21014.319520941,1,0.27275488640870255,0.0,-68.30466353,False
2238,FuzeX,2,915.6271532733333,0,0.2724803412603247,0.0,-8.57841419,False
2239,Innova,2,6.901770928255,1,0.26863679847430516,0.0,8.57285173,False
2240,Noir,2,20.42981054897383,0,0.2672429381020704,0.0,24.0154155,False
2241,Roush Fenway Racing Fan Token,1,0.375,0,0.26581426098231203,0.0,-26.22645297,False
2242,UpToken,1,146.54025016950598,0,0.2639264145638294,0.0,-20.04945281,False
2243,GoByte,4,9.57477760406673,1,0.26441236893488756,0.0,-50.30196588,False
2244,Bela,1,49.40288930419377,0,0.2632832622470473,0.0,6.66348447,False
2245,Escroco Emerald,2,1000.0,0,0.26304122136999997,0.0,-10.80320535,False
2246,Rubies,1,10.415251892126,0,0.2623924517979948,0.0,152.11369057,False
2247,Decentralized Crypto Token,2,993.067231856147,0,0.26121761756996587,0.0,-10.80320535,False
2248,DATx,8,1391.30255132761,0,0.2604501413753183,0.0,-67.20062708,False
2249,HeroFi (ROFI),2,0.08236872921972,1,0.26021544799331037,0.0,-64.92195871,False
2250,Eternity,1,9.5264489772784,0,0.2584623501374858,0.0,-51.63169775,False
2251,Cyber Movie Chain,1,20000.0,0,0.25791880359999997,0.0,20.06824478,False
2252,DABANKING,1,5.1189317211517,0,0.2571322502997958,0.0,41691.01526109,False
2253,APR Coin,2,13.91788788524478,1,0.2697190002539698,0.0,1103.72584355,False
2254,2GIVE,1,527.9252588245586,0,0.25577062085848534,0.0,-12.72987634,False
2255,Throne,6,0.27263,1,0.255895974101014,0.0,-77.55015042,False
2256,Bitblocks,2,263.8860147861738,1,0.25586556317206616,0.0,-12.70659331,False
2257,aWSB,3,0.006113,1,0.25542943840165505,0.0,235.27922736,False
2258,ION,3,13.777612839858602,0,0.25365053894010336,0.0,-92.1074129,False
2259,Artfinity,1,124.689206688179,0,0.2520586874595004,0.0,-16.87814044,False
2260,YVS.Finance,5,1.2570619906526002,1,0.2519572618346091,0.0,-32.18976176,False
2261,PiplCoin,1,172.53680887315315,1,0.25077326376662373,0.0,-67.27370363,False
2262,Ritocoin,4,1648.5977339539852,0,0.249552535388535,0.0,-42.93675308,False
2263,Rivetz,1,26.24446818,0,0.24758851607258114,0.0,-12.05464003,False
2264,Rentberry,2,301.4313069919926,0,0.24752178817705667,0.0,-22.07258972,False
2265,Zeusshield,2,1169.566883,0,0.24731246075014937,0.0,-5.51342505,False
2266,Fortuna Sittard Fan Token,1,0.145,1,0.2497509669093602,0.0,15.56936263,False
2267,Sentinel Chain,2,197.26966585685798,0,0.24494417613457678,0.0,0.37122514,False
2268,PYRO Network,2,802.7516680608323,0,0.2445510937078674,0.0,-12.21533679,False
2269,Maecenas,1,68.8791073791533,1,0.24429957247843673,0.0,-2.0562374,False
2270,Meeb Master,3,0.529486,1,0.24124084176138214,0.0,-76.78013547,False
2271,MicroMoney,2,15.777256479179,0,0.23944451500160058,0.0,30.18392394,False
2272,Alphacat,2,2790.428084,0,0.2394947446352861,0.0,-49.33988906,False
2273,Auxilium,2,141.90057811335998,1,0.23903673391070562,0.0,-81.77890558,False
2274,KIMCHI.finance,4,2767.524075,0,0.23691139106273945,0.0,-63.02081024,False
2275,Stipend,1,12.88965337234521,1,0.23605394044919478,0.0,-70.63660725,False
2276,Rise,2,189.83890341,0,0.23660132550246785,0.0,-69.68551202,False
2277,EveryCoin ,5,9380.0,0,0.2336946388586493,0.0,-18.90218344,False
2278,SafeInsure,5,21.8917859,1,0.2328877573871414,0.0,59.9421041,False
2279,TagCoin,1,6.433865577793999,0,0.23066511532357567,0.0,-25.79952976,False
2280,PutinCoin,1,1188.75083244736,1,0.23037165460909828,0.0,-50.13135791,False
2281,Playgroundz,1,28.54512,0,0.22864753987912234,0.0,-22.38840407,False
2282,ZeuxCoin,1,189.999899,0,0.22814341590802803,0.0,33.31807434,False
2283,Rapidz,3,1847.661819837328,0,0.2266264737287013,0.0,-38.71768924,False
2284,InterValue,2,127.892710434,0,0.22676855499924997,0.0,-3.18677956,False
2285,PengolinCoin,2,30.00004898689594,1,0.22644934536877379,0.0,-21.76714746,False
2286,Block-Logic,3,22.899328983513,0,0.22606070706787884,0.0,-4.0110071,False
2287,Golden Goose,3,165.99420890004913,1,0.22560757440311446,0.0,-63.48009292,False
2288,Heron Asia,1,17.53576927777233,1,0.22438783191990624,0.0,-30.28309914,False
2289,Themis,3,599.99991,0,0.22201053088477632,0.0,-59.4142011,False
2290,COVA,3,2496.011,0,0.22066590241997433,0.0,-38.42283737,False
2291,BoutsPro,5,76.61518818016,0,0.2192932473524196,0.0,-25.34155423,False
2292,Novara Calcio Fan Token,1,0.201117,0,0.21842696292011907,0.0,-44.50064414,False
2293,Felixo Coin,1,150.0,1,0.21801718607562953,0.0,-12.76431202,False
2294,Tendies,2,7.49663218027489,1,0.21756345121715379,0.0,-38.18641274,False
2295,Ormeus Coin,4,35.904998,0,0.2155891492613496,0.0,-8.40120244,False
2296,Crypto Kombat,1,0.01010731174492,1,0.21342794129491754,0.0,-7.77913221,False
2297,SBank,4,14.64999999900037,0,0.21231800047315566,0.0,-5.97948754,False
2298,CoinAlpha,1,227.14303156968933,1,0.2122299320973167,0.0,-46.7615237,False
2299,StrongHands Masternode,2,3.46626542548151,1,0.21183617815406444,0.0,-4.60575372,False
2300,CryptoFlow,2,92.026159286164,1,0.21115807113737292,0.0,-17.33650563,False
2301,Meridian Network,1,10.94770454242852,0,0.21041489539002647,0.0,16.08416639,False
2302,Levante U.D. Fan Token,1,0.1,0,0.21142938997617797,0.0,-15.85378924,False
2303,Winco,1,480.48062397880597,0,0.2095060672068389,0.0,-12.72987634,False
2304,SnodeCoin,1,43.049968540656,1,0.208569622264123,0.0,336.17843991,False
2305,XTRABYTES,2,430.0,1,0.20832753336115709,0.0,-54.37476658,False
2306,Cosmo Coin,1,670.78088857439,0,0.20809603888696207,0.0,47.60890337,False
2307,EtherInc,1,318.472252,1,0.2052113871507809,0.0,-0.36973007,False
2308,Helix,3,36.82102779925951,1,0.20424232117998822,0.0,-28.63107256,False
2309,Bigbom,2,335.94789116883214,0,0.20419515530098467,0.0,56.75369034,False
2310,Ether Zero,4,186.43987,0,0.20174839852175672,0.0,-12.1158607,False
2311,Florin,2,0.079932,1,0.19939760713021484,0.0,19.26056967,False
2312,Cobinhood,1,410.9998469899732,0,0.19925403663077101,0.0,-12.70659331,False
2313,ATC Coin,1,409.95379228571517,1,0.19861549380999272,0.0,-12.76431202,False
2314,Energo,2,602.3789197460001,0,0.19760601209512757,0.0,-2.03263581,False
2315,x42 Protocol,4,20.166886,1,0.2794201775788775,0.0,-40.64082948,False
2316,Cryptojacks,1,406.56858090842,0,0.1969754176794514,0.0,-12.72987634,False
2317,AquariusCoin,2,3.69609568286472,0,0.19509592602750653,0.0,-54.0672947,False
2318,Wrapped Virgin Gen-0 CryptoKitties,1,0.00034,1,0.19517310244543354,0.0,-32.18136663,False
2319,Megacoin,1,39.76705155559969,1,0.19266445952614064,0.0,-37.66419739,False
2320,PoSW Coin,1,44.1,0,0.19229115811859102,0.0,-34.54740726,False
2321,Membrana,3,377.7395606045656,0,0.1899263402435977,0.0,-43.09134636,False
2322,InsaneCoin,1,25.96288732075135,1,0.188678521202295,0.0,-37.66419739,False
2323,Fortuna,4,479.997016050807,0,0.18689845112810305,0.0,-22.49915658,False
2324,Mate,2,2.699727,1,0.18702796053849938,0.0,-65.97009186,False
2325,Rigel Protocol,3,1.514436,1,0.18625795595188777,0.0,-39.29409589,False
2326,Boosted Finance,3,0.05985315917157,1,0.1857080733769714,0.0,51.37851123,False
2327,Earnbase,1,0.12146820728688,1,0.18548632444160085,0.0,-67.91055238,False
2328,Rate3,4,889.382387973647,0,0.18533865810635342,0.0,-62.49381507,False
2329,Kuverit,1,2636.935492866719,0,0.18472215435960337,0.0,-36.3680094,False
2330,Digitalcoin,1,38.099253344036406,1,0.18458426679220744,0.0,-62.05646798,False
2331,megaBONK,3,3.0,1,0.18328287950554004,0.0,17.39225366,False
2332,ZelaaPayAE,4,170.02215851584222,1,0.18521736046372633,0.0,-44.95729903,False
2333,Rapids,9,10.662577,1,0.1823865035580985,0.0,-20.9492826,False
