,name,market_pairs,circulating,max supply,MC,MC_dominance,sixty_days_change,SC
1096,MahaDAO,9,3.00781688189606,1,10.486520334330073,0.0,31.05081575,False
1097,Covesting,4,16.94544421152613,0,10.470689387828017,0.0005,43.8148113,False
1098,Green Ben,2,14.3297159029419,0,10.467278128284656,0.0,-24.63872679,False
1099,Anchor Neural World,3,275.2979770183,1,10.440468641919459,0.0,1.68707491,False
1100,RealFevr,4,1630.3281723885561,1,10.322677368843948,0.0,-12.25039211,False
1101,Plasma Finance,22,123.11629545999999,1,10.267991684052259,0.0,-32.33111745,False
1102,Anchor,2,12.83213400163946,0,10.214378665305011,0.0,1.20788303,False
1103,Matrix AI Network,7,214.302041859023,1,10.18536467496674,0.0004,-23.33907702,False
1104,Lympo,22,826.672979017098,0,10.196731437046386,0.0004,33.54580751,False
1105,TenX,21,205.21825594857776,0,10.193372715261647,0.0004,-5.6768383,False
1106,VelasPad,9,13.309446790800429,1,10.036576270116443,0.0,43.97904132,False
1107,Enecuum,3,197.91956999599998,1,10.136354188235169,0.0004,-41.24779625,True
1108,Bithao,1,54.15867322455827,1,10.134047759252502,0.0,-0.01144425,False
1109,Equalizer,5,34.45,1,10.02665870900809,0.0,-21.99675567,False
1110,Nafter,5,500.0,1,10.55997213534154,0.0,-59.77654291,False
1111,STEM CELL COIN,1,320.658118,1,9.949189010474361,0.0,-46.79259021,False
1112,Genaro Network,9,650.0,0,9.914426390733146,0.0004,8.96000468,False
1113,QLC Chain,7,240.0,0,9.88487080646238,0.0004,25.79538509,False
1114,DeFi Yield Protocol,18,18.24807756819867,1,9.87662041976299,0.0,29.44925418,False
1115,TFL.io,2,6.247267,0,9.862036358168709,0.0004,159.81547479,False
1116,YOYOW,2,507.59627712615,0,9.855411580727182,0.0004,-9.75799022,False
1117,The Crypto Prophecies,5,88.70157,1,9.805628305834132,0.0,-30.48732951,False
1118,SuperLauncher,4,4.421979583388101,1,9.736323308257441,0.0,246.33881146,False
1119,APIX,5,123.0745609223178,1,9.699857481399498,0.0,12.17007052,False
1120,Sylo,6,2431.617492,1,9.695893268514931,0.0,-24.65393654,False
1121,BHPCoin,4,20.17757818,1,9.62876551904661,0.0004,-21.58042111,False
1122,ASPO World,4,10.90206807,1,9.526887850085698,0.0,-23.92088178,False
1123,DOSE,10,45.17270000727367,1,9.593631458400564,0.0,-47.57133707,False
1124,Float Protocol (Bank),9,0.13113952323557,0,9.52423067973979,0.0,-29.96555879,False
1125,Signata,5,36.3442921963465,1,9.488957240998666,0.0,-39.09490731,False
1126,PECULIUM,5,2131.679812289003,1,9.432980058360878,0.0,23.59773789,False
1127,Plian,5,871.180093,1,9.387869481711466,0.0004,10.03764861,True
1128,Cobak Token,8,2.80866,1,9.385977717506428,0.0,-23.02846273,False
1129,Crypterium,12,81.66021085901552,0,9.364548205220396,0.0004,-31.00968105,True
1130,UniLayer,15,25.090721,1,9.411367828148936,0.0,-52.26096465,False
1131,CumStar,3,591318033.219353,1,9.355982103676968,0.0,83.616004,False
1132,Ryoshi Token,3,281877282.12930423,1,9.326422619550913,0.0,812.20462646,False
1133,EUNO,1,6393.791885461333,1,9.299192093814586,0.0,-41.58231272,False
1134,Dotmoovs,8,496.0,1,9.27893733676019,0.0,-44.34644083,False
1135,BaaSid,7,5000.0,0,9.268850852428491,0.0,-24.59168365,False
1136,Zuki Moba,5,32.48793861781077,1,9.256169903429456,0.0,-26.47928707,False
1137,Polker,5,64.151435,1,9.286726601453347,0.0,78.6900928,False
1138,Venus DOT,1,16.649243,0,9.203699975912127,0.0,-21.89929727,False
1139,Muse,5,0.508554,0,9.148758014299199,0.0,28.66099845,False
1140,LuaSwap,12,131.5490250468142,1,9.134543375375147,0.0,-10.88152971,False
1141,Monolith,3,33.45955071604419,0,9.052292491706778,0.0004,6.93439883,False
1142,Litecoin Cash,7,746.2751687084944,1,8.984591313783039,0.0004,-34.65326818,False
1143,Impossible Finance,1,6.000661,1,8.982435434332148,0.0,17.4000159,False
1144,Origin Dollar,4,9.00292652344017,0,8.978487829706014,0.0,-1.00685979,False
1145,My DeFi Pet,14,6.87820232570975,0,8.9678713395977,0.0,-35.51300699,False
1146,AS Roma Fan Token,9,2.135242,0,8.947035532897702,0.0,-43.42141595,False
1147,Legend of Fantasy War,7,7.2233,1,8.920872947493223,0.0,0.0,False
1148,Diamond,6,3.6492834194247403,1,8.89740690926154,0.0,-15.89409314,False
1149,Tixl,9,67.07079263255125,1,8.891457130330764,0.0,-32.94967809,False
1150,High Performance Blockchain,10,73.06995,0,8.88245617061445,0.0004,-10.7884469,True
1151,Blocknet,8,8.25977886531109,0,8.857403845032616,0.0004,-12.59975619,False
1152,Rotharium,3,3.64527220862486,0,8.480276915882726,0.0004,20.35921099,False
1153,Project TXA,7,2.5686297626548,1,8.8291331794316,0.0,21.0041384,False
1154,GAMB,3,4999.99999,0,8.76326902914342,0.0004,-45.95921521,False
1155,Crowny,2,297.6472465,1,8.719028555994843,0.0,93.81046476,False
1156,Empty Set Dollar,6,446.01214497595004,0,8.727504441239333,0.0,-43.28595362,False
1157,Decentral Games ICE,1,82.43200215970967,0,8.619297219886034,0.0,143.84137403,False
1158,Global Coin Research,1,4.0,1,8.618179459409454,0.0,76.6281245,False
1159,SaTT,7,3244.898181252978,0,8.581400312588494,0.0,3.70719711,False
1160,Spheroid Universe,6,67.89585427643382,1,8.547545094187042,0.0,154.73664185,False
1161,Polytrade,12,7.529058,1,8.570989585079406,0.0,129.85948617,False
1162,Viberate,7,196.825,0,8.52237403330402,0.0004,-17.9417987,False
1163,Levolution,2,129.67886431768707,0,8.493091880899625,0.0004,-21.7959021,False
1164,Receive Access Ecosystem,3,6.18493569204759,1,8.482832568416919,0.0,-21.23259624,False
1165,PLATINCOIN,8,5.001073,0,8.453528296647963,0.0,-33.59450242,False
1166,EasyFi,13,2.52483387127535,1,8.42569072673765,0.0,-33.27569047,False
1167,My Master War,6,6.175,1,8.410140312372842,0.0,-23.15012102,False
1168,Metrix Coin,7,16786.235352,1,8.346939708106897,0.0,-20.59585377,True
1169,PieDAO DOUGH v2,9,14.78264564158231,0,8.308057288423436,0.0,-5.2257089,False
1170,Gulden,4,556.730697,1,8.190262939719698,0.0,-12.05579405,False
1171,ACENT,4,120.56290236555199,1,8.166518210581248,0.0,-7.45502817,False
1172,PolkaWar,6,18.572208,1,8.111948429973669,0.0,203.56435499,False
1173,Hyve,10,25.646075200449822,1,8.136577259581095,0.0,-39.57833881,False
1174,Elpis Battle,1,22.172718399999997,1,8.12260415746637,0.0,19.89676769,False
1175,HEROcoin,2,248.63561818727865,0,8.089958680993139,0.0004,-20.37747761,False
1176,Razor Network,13,182.80244600146077,1,8.054080472970556,0.0,-40.80092485,False
1177,Chronicle,3,12.463333,1,7.943221564713385,0.0,9.21855045,False
1178,Sakura,9,53.0,1,7.88556139788905,0.0,-35.39682305,False
1179,Fenerbahçe Token,1,2.18,1,7.883995937318932,0.0,-49.85524673,False
1180,LOCGame,6,50.20920631929345,1,7.826226753734841,0.0,-10.36462135,False
1181,Spiking,3,442.894597980011,0,7.823884207962761,0.0,13.343024,False
1182,Rupiah Token,13,112878.997094,0,7.826294038997151,0.0,-1.05998304,False
1183,Wownero,1,52.049447,1,7.797225013599966,0.0,-69.24325807,False
1184,Realio Network,2,6.568515079293499,1,7.792357390406754,0.0,0.50542455,False
1185,Linker Coin,2,112.77615000399999,0,7.704516563362762,0.0,-21.10888381,False
1186,AcknoLedger,2,11.79576599,1,7.6983561979827915,0.0,17.35603908,False
1187,Dragon Kart,5,6.34273549313079,1,7.675432218204091,0.0,-45.16179758,False
1188,Bholdus,3,454.0,1,7.635549408717663,0.0,-65.93425603,False
1189,Chainge,6,52.394312,1,7.631822728788327,0.0,41.90174724,False
1190,Step Hero,6,12.9511093929497,1,7.624749063437834,0.0,-46.06000634,False
1191,OIN Finance,6,32.95075925693466,1,7.620983414253598,0.0,-29.23676344,False
1192,Kalata,12,35.0,1,7.590661628408692,0.0003,-56.67619049,False
1193,Hiveterminal Token,5,500.0,0,7.5700635618356715,0.0003,-34.90126562,False
1194,NewYorkCoin,14,143761.09843799847,0,7.559252432053183,0.0,97.7562568,False
1195,Basid Coin,6,847.3361858391311,0,7.498477721131424,0.0,-7.72434662,False
1196,DeFiner,7,49.881256,0,7.48872507386169,0.0,-30.3197583,False
1197,Carboncoin,1,15392.0225439363,0,7.457167651147919,0.0003,54.56138288,False
1198,Revolve Games,2,12.342148361516019,0,7.443700431394229,0.0,51.47194447,False
1199,StakeCubeCoin,17,8.930851702855339,1,7.423483558791319,0.0,-27.59804364,False
1200,Mist,8,56.357088,1,7.3998250324113615,0.0,78.78924001,False
1201,Blockzero Labs,7,36.592410471155475,0,7.335613591618052,0.0,40.06852129,False
1202,HorusPay,1,872.861114,1,7.270762052255815,0.0003,20.11920238,False
1203,Kambria,7,2186.060822520442,1,7.256864137058567,0.0003,-38.18499454,False
1204,Einsteinium,2,222.18822649999973,1,7.211432909119659,0.0003,-34.07054053,False
1205,Bitcoin Private,2,4.785761,1,7.201627828611611,0.0003,26.0162734,False
1206,NFT Index,3,0.00223017,1,7.201689903965726,0.0,124.18537387,False
1207,Unido EP,6,51.5893991740213,0,7.199623720175,0.0,6.04568723,False
1208,Ubiq,8,42.609099353965995,0,7.1946328218496705,0.0003,-44.24435153,False
1209,Arsenal Fan Token,3,2.003867,0,7.189041961597301,0.0,-45.19140737,False
1210,DEXA COIN,6,25000.0,0,7.16375954980466,0.0,-22.26837647,False
1211,Pillar,12,259.348201,1,7.077463960887882,0.0003,-23.30540603,False
1212,VeriDocGlobal,2,9985.725864,0,7.061872572060172,0.0003,57.01232013,False
1213,Autonio,2,94.4401962222,1,7.039153617528536,0.0003,-22.85153034,False
1214,Crypton,2,5.337202,0,6.959614075082895,0.0,694.72124916,False
1215,Big Data Protocol,11,36.68965608827953,1,6.931177369465246,0.0,35.21704779,False
1216,Paribus,4,506.39302393008137,1,6.9372606002998305,0.0,28.85091398,False
1217,Massnet,12,98.02614705229936,1,6.937242472077861,0.0,-78.07051724,False
1218,CyberVein,11,1060.40449564999,1,6.925641139464933,0.0003,-33.93419852,False
1219,Project Pai,8,1584.0479789700428,0,6.909388996429697,0.0003,-66.83113475,False
1220,Tokoin,4,178.66400840900002,1,6.92203234669614,0.0003,136.06564224,False
1221,Opium,9,4.161204,1,6.899377631817417,0.0003,-28.4372562,False
1222,Landshare,4,1.29931129116805,1,6.887823962121578,0.0,105.4629779,False
1223,Beyondfi,6,8.863174571,1,6.812767145087018,0.0,-1.17662047,False
1224,King Shiba,9,353.62515252171727,0,6.855022465011982,0.0,176.37301893,False
1225,AtromG8,2,42.0,1,6.778558928654969,0.0,356.39890936,False
1226,Dacxi,6,2346.358398,1,6.7850915122529765,0.0,-35.6867028,False
1227,Onooks,4,10.92795459749362,1,6.762347592403998,0.0,26.14516108,False
1228,ASKO,5,131.20179367089793,1,6.757558451568604,0.0,88.5070801,False
1229,Plant Vs Undead,12,43.86882796737052,1,6.745671683803117,0.0,-95.12462217,False
1230,Cyclone Protocol,7,0.022245710351829998,1,6.744395976079223,0.0,-22.54268245,False
1231,Idena,5,54.14497831072903,0,6.7372074453332,0.0,6.51987451,True
1232,YUMMY,2,786365.4461161739,1,6.7198337731226,0.0,5.59196169,False
1233,BlockBank,7,83.78484720231037,1,6.682315411492116,0.0,-49.53134407,False
1234,Idle,8,2.89959994088434,1,6.641396435559186,0.0,-52.39381922,False
1235,Eminer,5,1454.5000990536,1,6.630707375710713,0.0,-4.71512381,False
1236,Jobchain,5,8633.348140847556,1,6.556727055953563,0.0,-22.07092664,False
1237,ALLY,1,2300.0,0,6.5283200897574,0.0,-39.93466141,False
1238,EvidenZ,3,38.488815828585324,1,6.482291381803301,0.0003,13.5127873,False
1239,Hakka.Finance,10,339.2850262396604,0,6.439334138898155,0.0,13.56258924,False
1240,Dogey-Inu,1,421456263.90957284,1,6.413274596649838,0.0,557.42712847,False
1241,Cook Protocol,8,639.0311721985341,1,6.389612303841619,0.0,41.00128128,False
1242,AAX Token,2,7.5000050000002805,1,6.326484541548182,0.0,4.26539345,False
1243,Hydro Protocol,7,702.0,0,6.296689267435641,0.0003,-31.40389486,False
1244,Redpanda Earth,4,398410047816.20715,1,6.29030810804664,0.0,77.65660138,False
1245,carVertical,2,7625.478191712701,1,6.249288526126072,0.0003,5.32813902,False
1246,Achain,11,999.99999799063,1,6.225915403823465,0.0003,-28.68273419,True
1247,ClinTex CTi,8,114.44517517229617,1,6.210845486935435,0.0,-19.21697768,False
1248,Bonded Finance,6,384.149391,0,6.206735469041481,0.0,-52.24479098,False
1249,BOX Token,2,99.77675344394382,0,6.19679116836358,0.0003,534.25521698,False
1250,Mobilian Coin,3,141.4943,1,6.195441927969778,0.0,35.36587386,False
1251,Carbon,7,32.42261485118385,1,6.03973393579289,0.0,34.93765407,False
1252,Horizon Protocol,4,40.0,1,6.031061439221832,0.0,-4.59467411,False
1253,IG Gold,6,8856.54170722174,0,6.036275140677296,0.0,32.97300369,False
1254,PRIVATEUM INITIATIVE,2,6.0,1,6.030833851330667,0.0,-47.12100729,False
1255,Ripio Credit Network,11,508.40474575,0,6.020012288566498,0.0003,-54.64412101,False
1256,Polis,6,9.831890566954,1,6.023643538126,0.0,151.54846213,False
1257,Ronin Gamez,3,8200.0,1,6.015541183380336,0.0,-45.30393235,False
1258,MASQ,6,24.388456060675068,1,6.005286834002624,0.0,12.17544717,False
1259,Pluton,7,0.8519995,1,6.0026540149496155,0.0003,40.91924873,False
1260,Databroker,1,83.21357233553303,1,5.987485795139272,0.0,6.82772525,False
1261,LiquidApps,3,709.9022937624001,0,5.961505238287699,0.0,-46.98167222,True
1262,Prosper,19,4.47480399,1,5.969146159143709,0.0,-52.88649609,False
1263,Hedget,14,1.751448,1,5.947746304932451,0.0,-4.25551149,False
1264,AMLT,5,303.2579367573763,1,5.946083308096699,0.0003,-29.17982646,False
1265,ChangeNOW Token,2,83.86098023334938,0,5.901473291206151,0.0,16.00176843,False
1266,FantomStarter,2,103.506349,0,5.894667183141328,0.0,-24.92239538,False
1267,Cappasity,2,663.27102472,0,5.861798355031018,0.0003,181.20016986,False
1268,HTMLCOIN,4,53067.3322395159,0,5.81230068714349,0.0,-6.55091073,False
1269,Unicly Hashmasks Collection,1,100.0,1,5.803068974886,0.0,19.35099392,False
1270,Credits,4,223.456423,1,5.786842643281791,0.0003,-36.45571432,False
1271,UREEQA,3,27.700089,1,5.773954769353866,0.0,-41.00355098,False
1272,Lympo Market Token,18,30.677566,1,5.75542126320188,0.0,34.49528391,False
1273,Effect Network,5,252.168527315999,0,5.7318239160880875,0.0,8.43426893,False
1274,Venus DAI,1,274.537625,0,5.727721469616376,0.0,1.13255971,False
1275,BOLT,7,991.2831,0,5.720850820598148,0.0003,-4.88482765,False
1276,Whiteheart,5,0.008888,1,5.688044993094988,0.0,12.0120274,False
1277,KickToken,9,1436.1734829629725,1,5.732929207765906,0.0,-44.98275663,False
1278,TronEuropeRewardCoin,2,272.5169647249,1,5.6214358184775834,0.0,-35.8588625,False
1279,Kira Network,9,12.532083,1,5.621827405527085,0.0,-17.17255498,False
1280,MetaverseX,6,1.7,1,5.599275361417025,0.0,81.00155663,False
1281,Kalmar,3,3.2868144,1,5.602347108456347,0.0,44.19166517,False
1282,OG Fan Token,7,1.274535,0,5.59815687133074,0.0,-43.40630564,False
1283,Coreto,4,228.283474329472,1,5.594911973959254,0.0,281.77635096,False
1284,INT,5,486.5773854646142,0,5.5722494785324335,0.0002,-33.48776545,False
1285,Spore,5,36563648383.30851,1,5.559597958613981,0.0,63.98854286,False
1286,UnMarshal,9,7.09609829416765,0,5.556262853552985,0.0,-28.9612756,False
1287,Vid,2,25.59777086197032,1,5.536247680855448,0.0,502.65554176,False
1288,ILCOIN,12,840.3287373875639,1,5.578338696017357,0.0,112.21166114,False
1289,Abyss,8,228.66490323688186,1,5.5138964366962835,0.0002,-18.58069179,False
1290,NANJCOIN,2,19361.8895573,0,5.495700511939975,0.0002,-3.7499963,False
1291,DinoSwap,5,62.8882599888693,0,5.489164432846868,0.0,-75.43733223,False
1292,Raze Network,9,66.25341,1,5.476708839660453,0.0,-34.73950598,False
1293,Dynamic,1,15.38076143633908,0,5.439749643283064,0.0002,-3.91072357,False
1294,Adora Token,2,160.0,1,5.439393155193312,0.0,-68.83164474,False
1295,Unistake,3,211.4319404374068,1,5.436764803903769,0.0,13.79069106,False
1296,Standard Protocol,11,13.427323869016,1,5.426711908803927,0.0,-29.62072143,False
1297,SwftCoin,18,4004.999999,1,5.417138183815813,0.0002,-12.3998214,False
1298,Breezecoin,3,180.0,1,5.3748911222018085,0.0,-27.2008899,False
1299,MoonSwap,2,33.07390182467637,0,5.358839514901413,0.0,-48.71878361,False
1300,Insights Network,2,196.75350790000002,1,5.338124853334578,0.0002,-62.11529516,False
1301,SHIBAVAX,2,9787.9699,1,5.308477952472157,0.0,-13.42918465,False
1302,Newton,11,20571.99459246,1,5.2920330902392285,0.0002,-33.94027089,False
1303,Moneytoken,3,11369.423185668446,0,5.285890432948349,0.0,346.9573874,False
1304,ZBG Token,2,262.958276713902,0,5.289823053556934,0.0,-27.69625985,False
1305,Graviton,10,3.6301,1,5.2832256032112195,0.0,-64.94613549,False
1306,CACHE Gold,6,0.09247184,0,5.261142949805342,0.0,0.14924548,False
1307,Bistroo,4,43.565302,1,5.230195161663498,0.0,10.78047953,False
1308,THEKEY,4,6210.78910944993,0,5.204211546837836,0.0002,-0.95960641,False
1309,Unicly Mystic Axies Collection,2,10.0,1,5.202518671271686,0.0,11.80885338,False
1310,Ycash,7,11.8778875,1,5.188078161852674,0.0002,3.06300177,False
1311,Zenfuse,9,55.573327476209926,1,5.212315355553333,0.0,32.48369432,False
1312,Zap,12,236.144465,1,5.142634691050246,0.0002,-44.57764683,False
1313,Formation Fi,12,79.75301489900801,1,5.1429884102140555,0.0,-55.64770233,False
1314,CryptoZoon,17,778.2318369529376,0,5.102379153181168,0.0,-60.31134334,False
1315,RocketX,5,64.625493,1,5.099208621234176,0.0,45.53080068,False
1316,Bismuth,5,23.00823979562427,0,5.05365664229468,0.0,33.68093591,False
1317,NFT,3,36.863404,0,5.043272986450627,0.0,17.25793761,False
1318,HitChain,6,61440.0,0,5.020865822806461,0.0002,-1.05350798,False
1319,Moniwar,5,10.810810043943201,1,4.995072793395329,0.0,9.42817203,False
1320,8Bit Doge,1,2587.701353134641,1,4.955767462256815,0.0,95.48351189,False
1321,Folgory Coin,1,17.525493226415,1,4.953409951192596,0.0,-13.30143764,False
1322,TransferCoin,1,8.296433,0,4.943957604141615,0.0002,21.84137582,False
1323,FRAKT Token,1,4.727287,0,4.944495741708243,0.0002,255.56468253,False
1324,SpaceChain,7,308.1805330569386,0,4.921767776458804,0.0002,-50.90193985,False
1325,OctoFi,7,0.7979531750000001,0,4.9278298629550426,0.0,-10.31263225,False
1326,Skycoin,5,21.0,1,4.9143327261127006,0.0002,-81.56105199,False
1327,Goldcoin,6,43.681421999971455,1,4.896118217378846,0.0,-8.78857958,False
1328,Burency,7,193.87822401706947,1,4.871417150902621,0.0,-43.23725464,False
1329,PANTHEON X,1,680.7864274835348,0,4.839711127817386,0.0,112.19243284,False
1330,EXMO Coin,6,107.37544607,0,4.846542798617582,0.0,-29.4436957,False
1331,Rune Shards,1,181.30503994809408,1,4.821157213488063,0.0,-44.50591891,False
1332,Viacoin,2,23.1747546077522,1,4.816711697488514,0.0002,-18.9634566,False
1333,Portion,6,337.3204053587775,1,4.819019700429188,0.0,22.6897298,False
1334,Kommunitas,14,566.807139,1,4.811276311643819,0.0,978.81523126,False
1335,TOP,8,5512.41494282,0,4.792141408209469,0.0,-55.25346957,False
1336,Caspian,2,449.036296,0,4.784395481665126,0.0002,-61.22821069,False
1337,S4FE,7,895.310762,0,4.767111172732867,0.0,-38.63829128,False
1338,PumaPay,6,31096.43223056,0,4.7571372597348445,0.0002,-18.47564357,False
1339,PowerTrade Fuel,6,23.31158603731973,0,4.748112669898895,0.0,-2.31178347,False
1340,Isiklar Coin,3,4.124805,1,4.736696240867635,0.0,193.85010059,False
1341,xSuter,1,0.02,1,4.751589476638186,0.0,35.83728782,False
1342,Flamengo Fan Token,1,3.199954,1,4.714564601341061,0.0,-36.12076591,False
1343,PLANET,4,225.0,0,4.765884623949712,0.0,53.69386187,False
1344,Wagerr,6,216.761204,0,4.717367508258414,0.0002,-37.3930461,False
1345,Rhythm,2,10773.022530624648,1,4.682861602148966,0.0,580.49766038,False
1346,Tidal Finance,8,865.2262289131721,0,4.65376901782608,0.0,27.81529426,False
1347,YAM V3,7,12.87460129309151,0,4.639226712629523,0.0,-32.40330005,False
1348,AXIS Token,4,320.45454840289005,1,4.628839749118815,0.0,-57.72325753,False
1349,WOWswap,9,0.4796632523318,1,4.618805322521026,0.0,23.12212303,False
1350,UFC Fan Token,1,1.800005,1,4.598602005840848,0.0,-50.45680366,False
1351,BillionHappiness,9,0.05,0,4.604380883567109,0.0,66.0975,False
1352,QuickX Protocol,3,499.007299,0,4.594202221190742,0.0002,-16.92843725,False
1353,BitBall,10,608.0602076598168,0,4.588569853877187,0.0,279.57783483,False
1354,QuadrantProtocol,5,415.4373351100229,0,4.575318292205714,0.0002,75.67476384,False
1355,CyberMiles,11,800.0,0,4.57304959251765,0.0002,-31.44853139,False
1356,NaPoleonX,1,25.33,0,4.562270365957061,0.0002,11.79688987,True
1357,bitCNY,3,28.2456,0,4.528619023594016,0.0002,-1.38451254,False
1358,TrueFeedBack,5,2357.575088,1,4.473138131757081,0.0,-42.55431265,False
1359,Zynecoin,2,22.138879,0,4.466881977595744,0.0,-39.52015822,False
1360,Treat DAO [old],1,1.0,1,4.45740244623628,0.0,-27.71099052,False
1361,Leeds United Fan Token,1,0.983439,1,4.218307555782771,0.0,-5.45444669,False
1362,CoverCompared,2,62.006439227197355,1,4.4323476942617805,0.0,-48.63114092,False
1363,Swerve,23,15.8143379713845,1,4.427434561672835,0.0,-54.32908712,False
1364,Jade Currency,7,53.652398,0,4.421174772446332,0.0,-32.59434385,False
1365,OtterClam (New),4,0.126082,0,4.403614567175439,0.0,-4.26807479,False
1366,Etho Protocol,9,57.203044,0,4.385556391487667,0.0,-7.59689318,False
1367,Fabric,1,49.413402,0,4.383599378959151,0.0,24.13673253,False
1368,Raven Protocol,1,4494.272006073109,0,4.379644189334608,0.0002,-8.74790452,False
1369,MakiSwap,7,68.971718,1,4.378577277719405,0.0,-67.34844898,False
1370,Virtue Poker,5,14.504255,1,4.38598273132683,0.0,-21.90380421,False
1371,Egretia,13,4218.7015818676555,0,4.36048051981502,0.0002,-44.43370757,False
1372,Primecoin,3,38.775242540273716,0,4.353790578938083,0.0,-2.5275252,False
1373,SmartCash,11,1413.85929752334,1,4.284912937106037,0.0002,-44.31611313,False
1374,Ghost,5,17.22839706828917,1,4.250479549454696,0.0,-27.6034849,False
1375,CRD Network,1,1000.0,0,4.24921654587,0.0,-34.5324391,False
1376,Monero Classic,3,19.17643619105911,0,4.221271306728978,0.0002,-14.20169923,False
1377,Snowball,8,6.58785762300674,1,4.220932560453805,0.0,-3.85885989,False
1378,FidexToken,4,30948.335553,0,4.134716231068401,0.0,2506.79811131,False
1379,Shadows,6,26.5,0,4.111182665063201,0.0,-17.81994908,False
1380,AGA Token,1,10.837920134500001,1,4.105678588478357,0.0,-33.37429635,False
1381,Conceal,4,11.675514,1,4.078036119907045,0.0002,-67.46272252,False
1382,Centric Swap,10,7342.69156,0,4.062713020641016,0.0,-8.07392948,False
1383,Nerve Finance,10,46.237771,1,4.047729916853763,0.0,-57.26667899,False
1384,SIMP Token,2,343598.38929048,1,4.044337727237623,0.0,-9.80037397,False
1385,Baanx,2,22.05778779915261,1,4.031880499909774,0.0,53.29876748,False
1386,Xend Finance,11,19.822691,1,4.022062804894965,0.0,-20.81390072,True
1387,Helmet.insure,7,42.37489219652364,1,4.0262096548346875,0.0,-51.35595027,False
1388,SmartCredit Token,4,1.35024339704849,0,4.010843230347857,0.0,62.93899632,False
1389,Centaur,4,2498.625,1,4.019172679505339,0.0,-27.9936643,False
1390,Stream Protocol,2,161.71255807699998,1,3.9992087962320193,0.0,-11.43240659,False
1391,Creaticles,6,78.052634,1,3.9897516131479622,0.0,-40.42541191,False
1392,42-coin,1,4.199995186e-05,0,3.9577340742074174,0.0002,-12.95364589,False
1393,Vanilla Network,1,0.65299155313875,1,3.9602683641660428,0.0,-45.45814709,False
1394,Leverj Gluon,3,309.4920594465683,0,3.9562733405708586,0.0,-15.13790216,False
1395,Verso,6,45.824242,1,3.949607530956071,0.0,-15.64845849,False
1396,Footballcoin,5,374.66052603335,0,3.934821315628307,0.0,1.40458419,False
1397,TopBidder,2,6.46547415586429,1,3.928975223309894,0.0,140.78135488,False
1398,TurtleCoin,9,117134.14564299,1,3.9286587149163137,0.0002,-67.63403421,False
1399,Swarm Markets,2,32.76965,1,3.899026340014808,0.0,-56.0626951,False
1400,AXPR,4,279.67400140087,0,3.881549231989951,0.0002,32.84157839,False
1401,Elamachain,7,868.1025332424454,1,3.8717674694292916,0.0,-19.52697443,False
1402,All Sports,10,1499.999999697306,0,3.9376463462112783,0.0002,-65.64742932,False
1403,DecentraWeb,2,3.3572200434844297,1,3.848790211426234,0.0,19.52810987,False
1404,Ideaology,5,16.28624089770748,1,3.8271298576899326,0.0,70.55405969,False
1405,VestChain,2,3945.9513808970037,0,3.8234898509193673,0.0,-34.54740726,True
1406,ODIN PROTOCOL,1,17.46892465951912,1,3.824528243987641,0.0,54.70751625,True
1407,Edgeless,2,122.146967,0,3.81779960779853,0.0002,452.8106458,False
1408,Tarot,3,17.486112569506002,1,3.81592473366229,0.0,-88.57999464,False
1409,Polkalokr,7,25.62827307001525,1,3.7882404989529506,0.0,44.47320359,False
1410,BitCore,4,18.116535731454178,1,3.772008610191244,0.0,6.36467345,False
1411,Tokes,1,199.999574,0,3.76436034543682,0.0,6.43943032,False
1412,ColossusXT,5,12732.356945,0,3.7432902340533594,0.0,-47.06283612,False
1413,Aeon,2,15.831459311210999,0,3.740733666099753,0.0,-42.25637616,False
1414,BitcoinZ,8,10641.189881,1,3.728975382264388,0.0,-37.93152116,False
1415,Tycoon,6,78.81556,1,3.720393723135607,0.0,-4.68873203,False
1416,YUSRA,5,40.0,1,3.718719547468061,0.0,-29.03017127,False
1417,PhoenixDAO,8,66.42910428623257,1,3.7154499399997025,0.0,0.23227983,False
1418,8PAY,4,60.010875,1,3.714229284770842,0.0,22.51453205,False
1419,WebDollar,4,13772.13787058,1,3.706003233807228,0.0002,-38.84719162,False
1420,Unitrade,6,28.45723698771539,0,3.702534879862259,0.0,10.86626953,False
1421,IoT Chain,5,87.2146574756,0,3.6982504533125153,0.0002,-29.51499435,True
1422,UniMex Network,4,7.420538821545859,1,3.6553357831949604,0.0,-49.02193734,False
1423,2crazyNFT,5,145.54833756461662,1,3.6405893439467762,0.0,-12.37623223,False
1424,Trittium,3,128.915824832513,0,3.6313807909357596,0.0002,0.65394716,False
1425,Kaby Arena,5,139.803966,1,3.621970312553024,0.0,-72.59617976,False
1426,Governor DAO,3,2.89904462049073,0,3.6189291776404913,0.0,30.52579553,False
1427,NearPad,2,4.4033094579997,0,3.618700418835934,0.0,-10.93742887,False
1428,Education Ecosystem,4,236.710413100772,0,3.613789425411456,0.0,78.29559122,False
1429,Xfinance,4,0.04699315310373,1,3.616272072554283,0.0,4.55519414,False
1430,TRAVA.FINANCE,5,365.1242671755095,1,3.597173411990992,0.0,-55.35234148,False
1431,CropperFinance,6,28.131,1,3.5919181225064376,0.0,-71.93584407,False
1432,Curio Governance,12,10.007876212921099,1,3.5864743166371778,0.0,139.03939151,False
